
ID;Cliente;Pto;Eta;Nave;Contenedor;Status;Sello;Med;Carga;PESO TOTAL;Terminal;Fecha Liberaci�n;Hora Liberaci�n;Fecha programaci�n;Hora Programaci�n;FECHA ARRIBO EN CD;Hora;CD;FechaDesg. (WHATSAPP/ Otawero);HoraDesg;FechaDev;EIR;Agencia;CiaNaviera / LINEA;DepDev;DiasLibres;DEMURRAGE;Sobrestadia Regi�n (x ciclo 2 horas);Sobreestadia (x ciclo de 4 hora);Description;Almc;Dias extras de almacenaje;E.CHASIS;TipodeServicio;ServicioAdicional;OBS 1;OBS 2;SERVICIO DIRECTO;FECHA ACT;HORA ACT;;;;;NAVES CON CONSIDERACI�N;;;;;;;;;;;;;;
454;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 745976-1;TRG;CN1645821;40H;6253;9753;STI;11-09-25;9:12;15/09/2025;2:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
455;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 746053-0;TRG;CN1645819;40H;6290;9790;STI;11-09-25;10:09;15/09/2025;17:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
456;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 746869-7;TRG;CN1645803;40H;6253;9753;STI;10-09-25;21:38;15/09/2025;10:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
457;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 746883-0;TRG;CN1645829;40H;5402;8902;STI;11-09-25;10:22;15/09/2025;16:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
458;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRSU 824353-3;FINALIZADO;CN1666692;40H;6278;9778;STI;11-09-25;16:58;15/09/2025;7:00;15/09/2025;7:00;CD Puerto Madero;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
459;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRSU 824356-0;FINALIZADO;CN1666697;40H;6278;9778;STI;10-09-25;16:40;15/09/2025;11:00;15/09/2025;10:20;CD Puerto Madero;15/09/2025;13:34;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
460;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;TTNU 122775-9;FINALIZADO;CN3817898;20 ST;2603,5;6104;STI;11-09-25;9:12;15/09/2025;11:00;15/09/2025;0,457638889;CD Puerto Madero;15/09/2025;0,5625;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
461;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;PCIU 460442-0;LIBERADO;R4502436;40;25990;29490;STI;09-09-25;16:18;;;;;;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;PLASTIC BAGS;-45909;-45919;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
462;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRKU 985737-0;FINALIZADO;MLCN3732361;20 ST;20664;24164;STI;10-09-25;21:36;15/09/2025;7:00;45915;7:00;CD Campos de Chile;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
463;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;UETU 800316-3;TRG;CN3756472;40H;3040,5;6541;STI;11-09-25;10:00;15/09/2025;14:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
464;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;APZU 439167-0;PROGRAMADO;R4495658;40;5817;9317;STI;09-09-25;16:16;16/09/2025;0:00;16/09/2025;0:00;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;CERAMIC MUG;7;-3;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
465;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;UETU 804590-8;TRG;CN3756405;40H;2501;6001;STI;11-09-25;10:33;15/09/2025;5:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
466;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;UETU 804595-5;TRG;CN3752138;40H;2863;6363;STI;11-09-25;10:08;15/09/2025;6:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
467;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 747771-8;FINALIZADO;CN3791364;40H;4848;8348;STI;11-09-25;10:42;15/09/2025;7:00;15/09/2025;7:00;CD Puerto Madero;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
468;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MSKU 565907-0;TRG;CN3816763;20 ST;1109;4609;STI;10-09-25;21:40;15/09/2025;14:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
469;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRKU 070607-4;FINALIZADO;CN3709922;40;3366,5;6867;STI;10-09-25;20:44;15/09/2025;0:00;15/09/2025;0:00;CD El Pe��n;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
470;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;UETU 804580-5;FINALIZADO;CN3756478;40H;3095,5;6596;STI;10-09-25;17:16;15/09/2025;1:00;13/09/2025;15:30;CD El Pe��n;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
471;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRSU 536801-2;FINALIZADO;CN3762848;40H;8316;11816;STI;10-09-25;17:10;15/09/2025;7:00;15/09/2025;7:00;CD Campos de Chile;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
472;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MSWU 100247-3;TRG;CN3732007;40HN;9174;12674;STI;11-09-25;13:12;15/09/2025;13:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;CONTOPSA SAI;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
473;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 748069-2;PROGRAMADO;CN3791349;40H;10293;13793;STI;11-09-25;8:36;15/09/2025;0:00;15/09/2025;0:00;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
474;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;UETU 804607-8;TRG;CN3752188;40H;8599,5;12100;STI;10-09-25;17:52;15/09/2025;1:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Tercop Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
475;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TTNU 863771-3;LIBERADO;M1917865;40HN;21120;24620;CLEP SAI;09-09-25;11:46;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
476;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;BMOU 962479-8;LIBERADO;M1692601;40HN;21120;24620;CLEP SAI;09-09-25;11:31;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
477;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;TCNU 720373-0;TRG;ML-CN4374515;40H;21252;24752;STI;11-09-25;13:44;15/09/2025;16:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
478;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;GCXU 577459-5;PROGRAMADO;ML-CN3443362;40H;13520,5;17021;STI;11-09-25;11:38;15/09/2025;0:00;13/09/2025;8:30;CD El Pe��n;;;;;SERRANO;Maersk Line;Tercop Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
479;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MNBU 415414-2;DESCARGADO;ML-CN0165810;40HN;2490;5990;STI;10-09-25;21:32;15/09/2025;11:00;15/09/2025;9:34;CD Puerto Madero;15/09/2025;14:17;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
480;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TTNU 862026-4;LIBERADO;M1692602;40HN;21120;24620;CLEP SAI;09-09-25;11:50;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
481;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;SEKU 904595-1;LIBERADO;M3716049;40HN;21120;24620;CLEP SAI;09-09-25;11:49;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
482;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 545487-9;LIBERADO;M1917939;40HN;21120;24620;CLEP SAI;09-09-25;11:42;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
483;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;OTPU 634304-0;LIBERADO;M1917937;40HN;21120;24620;CLEP SAI;10-09-25;11:11;;;;;;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45910;-45940;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
484;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 655385-5;LIBERADO;M3716043;40HN;21120;24620;CLEP SAI;09-09-25;11:46;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
485;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 536064-0;LIBERADO;M1917866;40HN;21120;24620;CLEP SAI;08-09-25;12:43;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45908;-45938;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
486;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 540208-9;LIBERADO;M1917940;40HN;21120;24620;CLEP SAI;09-09-25;11:50;;;;;CD Quilicura;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45909;-45939;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
487;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CAIU 555615-0;LIBERADO;M1692609;40HN;21120;24620;CLEP SAI;10-09-25;11:32;;;;;;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45910;-45940;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
488;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;SEKU 912145-5;LIBERADO;M3716047;40HN;21120;24620;CLEP SAI;10-09-25;11:22;;;;;;;;;;STEPHENS;CMA-CGM;TERCOP WALMART;6;11/09/2025;;;WET WIPES;-45910;-45940;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
489;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRKU 837333-9;FINALIZADO;ML-TH0709422;40HN;18776;22276;STI;11-09-25;10:36;15/09/2025;10:00;15/09/2025;8:31;CD Campos de Chile;15/09/2025;13:01;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
490;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;CAAU 225483-1;FINALIZADO;ML-TH0753492;20 ST;19327,5;22828;STI;11-09-25;21:12;15/09/2025;7:00;15/09/2025;7:00;CD Campos de Chile;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
491;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;TIIU 200820-0;FINALIZADO;ML-TH0753753;20 ST;19327,5;22828;STI;11-09-25;18:00;15/09/2025;12:00;15/09/2025;11:21;CD Campos de Chile;15/09/2025;15:22;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
492;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;TIIU 207572-3;FINALIZADO;ML-TH0753752;20 ST;19327,5;22828;STI;11-09-25;17:46;15/09/2025;12:00;15/09/2025;11:20;CD Campos de Chile;15/09/2025;15:20;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
493;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRKU 825630-6;FINALIZADO;ML-TH0704694;20 ST;18776;22276;STI;11-09-25;11:51;15/09/2025;12:00;15/09/2025;10:20;CD Campos de Chile;15/09/2025;15:15;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
494;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;IKSU 250791-7;PROGRAMADO;CN85676AS;40HN;4726;8226;ZEAL;11-09-25;11:23;16/09/2025;5:00;;;CD El Pe��n;;;;;STEPHENS;;Sitrans VAP;6;12/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
495;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRSU 047671-3;FINALIZADO;ML-TH0753770;20 ST;18776;22276;STI;11-09-25;11:48;15/09/2025;7:00;15/09/2025;7:00;CD Campos de Chile;;;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
496;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRSU 039147-3;FINALIZADO;ML-TH0753771;20 ST;18776;22276;STI;11-09-25;10:50;15/09/2025;10:00;15/09/2025;8:25;CD Campos de Chile;15/09/2025;13:02;15/09/2025;SI;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;4;-6;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
497;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 531947-8;FINALIZADO;M1692663;40HN;24580;28080;STI;10-09-25;13:14;15/09/2025;10:00;15/09/2025;8:52;CD Campos de Chile;15/09/2025;13:44;15/09/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;POLYTHENE GARBAGE BAG;5;-5;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
498;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CAIU 569816-0;FINALIZADO;M1692661;40HN;24580;28080;STI;10-09-25;11:41;15/09/2025;10:00;15/09/2025;8:51;CD Campos de Chile;15/09/2025;13:41;15/09/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;POLYTHENE GARBAGE BAG;5;-5;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
499;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TRHU 653937-0;TRG;M3230525;40H;7002;10502;STI;10-09-25;11:51;15/09/2025;13:00;;;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;MENS PANTS/LADIES PULL;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
500;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TLLU 855679-6;TRG;R4497997;40H;12640;16140;STI;10-09-25;21:12;15/09/2025;17:00;;;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;GLASSWARE  SAL/PIM VID;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
501;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;FSCU 476655-0;FINALIZADO;R4572640;40;11755,5;15256;STI;09-09-25;16:26;15/09/2025;7:00;15/09/2025;6:15;CD Puerto Madero;15/09/2025;9:38;15/09/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;CANDLES;6;-4;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
502;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 651318-0;TRG;M2746059;40HN;3080;6580;STI;10-09-25;11:01;15/09/2025;6:00;;;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;SHOES;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
503;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;SEKU 906884-9;TRG;M2746087;40HN;2905;6405;STI;10-09-25;20:50;15/09/2025;8:00;;;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;PAPER ROPE /GRASS BASKET;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
504;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;ECMU 759618-3;TRG;R4497971;40H;13990;17490;STI;10-09-25;11:50;15/09/2025;13:00;;;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;GLASSWARE  SAL/PIM VID;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
505;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TCLU 944652-1;TRG;M4245625;40H;2925;6425;STI;09-09-25;20:39;15/09/2025;16:00;;;CD El Pe��n;;;;;STEPHENS;CMA-CGM;Tercop Walmart;6;11/09/2025;;;PLUSH TOY PO215071;6;-4;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
506;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;FFAU 679865-2;PROGRAMADO;CN73897AW;40H;21252;24752;ZEAL;10-09-25;14:09;15/09/2025;8:00;13/09/2025;15:30;CD El Pe��n;;;;;;;Sitrans Walmart;6;12/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
507;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;ONEU 112540-0;PROGRAMADO;CN13693AY;40H;21252;24752;ZEAL;10-09-25;14:57;15/09/2025;10:00;13/09/2025;13:55;CD El Pe��n;;;;;;;Sitrans Walmart;6;12/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
508;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;KKFU 790531-8;FINALIZADO;CN63269AW;40H;4751,5;8252;ZEAL;10-09-25;12:06;15/09/2025;11:00;15/09/2025;10:18;CD Puerto Madero;15/09/2025;13:43;15/09/2025;SI;;;Sitrans Walmart;6;12/09/2025;;;;5;-5;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
509;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;TRHU 692179-0;PROGRAMADO;CN05341AU;40H;5789;9289;ZEAL;11-09-25;11:41;15/09/2025;14:00;;;CD El Pe��n;;;;;;;Sitrans Walmart;6;12/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
510;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;FDCU 039616-5;PROGRAMADO;CNE147574;40H;13345;16845;TPS;09-09-25;14:54;15/09/2025;13:00;;;CD El Pe��n;;;;;;;Sitrans Walmart;6;12/09/2025;;;;6;-4;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
511;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;TRHU 689158-7;FINALIZADO;CNE147573;40H;15841;19341;ZEAL;10-09-25;14:27;15/09/2025;5:00;15/09/2025;5:00;CD El Pe��n;;;15/09/2025;SI;;;Sitrans Walmart;6;12/09/2025;;;;5;-5;;Indirecto Deposito;habilitaci�n nocturna;;;;;;;;;;;;;;;;;;;;;;;;
512;WALMART;TPS;06/09/2025;RIO DE JANEIRO EXPRESS;ONEU 321465-6;PROGRAMADO;CN27534AX;20 ST;3431,5;6932;ZEAL;11-09-25;8:38;15/09/2025;1:00;15/09/2025;1:00;CD El Pe��n;;;;;;;Sitrans Walmart;6;12/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
513;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 702842-4;POR ARRIBAR;M1928334;40HN;19683,5;23184;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;WALMART;;19/09/2025;CMA CGM BYBLOS;BMOU 962552-0;POR ARRIBAR;M1695310;40HN;20662,5;24163;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 692178-8;POR ARRIBAR;M1695364;40HN;20662,5;24163;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 696034-1;POR ARRIBAR;M1695304;40HN;20662,5;24163;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
517;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 699101-8;POR ARRIBAR;M1695306;40HN;20662,5;24163;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 694565-0;POR ARRIBAR;M1695309;40HN;23093;26593;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 695469-4;POR ARRIBAR;M1695363;40HN;23093;26593;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;WET WIPES;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;WALMART;;19/09/2025;CMA CGM BYBLOS;FBIU 522712-4;POR ARRIBAR;M1819689;40HN;2844;6344;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;CALEND. ADV POPLINGS P;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;WALMART;;19/09/2025;CMA CGM BYBLOS;CMAU 241957-8;POR ARRIBAR;M5255479;20;4488;7988;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;FOOD CHOPPER;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
522;WALMART;;19/09/2025;CMA CGM BYBLOS;APZU 326417-7;POR ARRIBAR;M5255471;20;4500;8000;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;FOOD CHOPPER;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;WALMART;;19/09/2025;CMA CGM BYBLOS;TCLU 426762-6;POR ARRIBAR;M1521887;40;9360;12860;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;FOOD CHOPPER;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;WALMART;;19/09/2025;CMA CGM BYBLOS;TCLU 559051-0;POR ARRIBAR;M1521952;40H;4025;7525;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;PLUSH TOYS PO215073,21;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 574610-3;POR ARRIBAR;M2753306;40HN;1907;5407;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;PLUSH TOYS;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;WALMART;;19/09/2025;CMA CGM BYBLOS;CGMU 574613-0;POR ARRIBAR;R4458369;40HN;1907;5407;;;;;;;;;;;;;STEPHENS;ONE LINE;;;;;;PLUSH TOYS;0;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
